annee;patho_niv1;patho_niv2;patho_niv3;top;cla_age_5;sexe;region;dept;ntop;npop;prev;niveau_prioritaire;libelle_classe_age;libelle_sexe;tri
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;52;44;3350;93510;3.58;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;52;49;1550;45910;3.383;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;52;72;1150;29320;3.936;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;52;85;1240;34700;3.585;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;53;22;1210;29000;4.186;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;53;35;2320;66730;3.472;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;75;17;1390;32760;4.24;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;75;19;420;11190;3.716;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;75;23;200;4640;4.311;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;75;24;740;18810;3.918;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;75;40;720;21980;3.294;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;76;32;340;8760;3.881;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;76;34;2770;73520;3.77;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;76;65;400;11270;3.513;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;84;73;890;26190;3.402;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;93;4;260;8320;3.112;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;94;2B;330;9440;3.516;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;30-34;9;94;999;660;18400;3.599;1;de 30 à 34 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;3;973;70;5100;1.432;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;4;974;570;26320;2.155;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;11;75;2920;74920;3.902;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;11;77;1320;44270;2.972;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;11;78;1410;45030;3.127;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;11;94;1310;45270;2.887;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;24;28;440;11770;3.763;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;24;36;230;4850;4.739;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;27;21;630;14740;4.289;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;27;70;300;6250;4.868;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;27;71;590;14040;4.225;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;32;2;780;14750;5.287;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;32;60;930;24300;3.823;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;44;51;740;16370;4.52;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;44;52;290;4370;6.571;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;44;54;1120;19790;5.678;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;44;57;1240;25450;4.858;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;52;53;290;7840;3.726;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;52;72;640;14690;4.385;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;53;22;720;15020;4.821;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;75;999;6530;164840;3.959;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;76;34;1340;34810;3.858;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;76;46;160;3950;3.978;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;76;82;260;7280;3.629;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;84;15;140;3380;4.114;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;84;26;570;15020;3.776;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;84;3;330;7890;4.223;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;84;38;1400;38560;3.642;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;84;63;850;18500;4.612;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;84;74;900;26460;3.382;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;93;13;2580;64710;3.993;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;93;6;1120;32380;3.456;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;93;84;550;16400;3.341;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;1;93;999;5650;152150;3.711;1;de 35 à 39 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;3;999;170;7800;2.153;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;4;974;1060;32430;3.269;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;4;999;1060;32430;3.269;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;11;75;4280;76500;5.596;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;11;77;2690;51410;5.235;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;11;999;22280;448510;4.967;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;24;36;400;5390;7.326;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;24;37;1280;18860;6.786;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;27;21;1200;15800;7.561;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;27;25;1270;17210;7.384;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;27;39;650;7390;8.804;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;27;90;290;4340;6.684;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;28;27;1440;19350;7.448;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;32;60;1830;27480;6.641;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;32;62;3990;45400;8.793;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;32;999;15220;191050;7.965;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;44;51;1420;17390;8.181;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;44;55;400;4940;8.032;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;44;68;1190;23500;5.072;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;44;999;11460;164000;6.988;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;52;72;1180;16250;7.243;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;53;56;1300;21920;5.943;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;53;999;6530;100370;6.508;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;75;24;800;10470;7.641;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;75;87;940;10460;8.948;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;75;999;12200;180910;6.743;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;76;11;710;10570;6.72;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;76;34;2450;38260;6.394;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;76;46;280;4400;6.459;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;76;48;130;2030;6.565;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;76;66;1000;14440;6.906;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;76;81;620;11230;5.558;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;76;82;490;8070;6.082;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;76;999;11140;184650;6.031;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;84;1;1330;20880;6.36;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;84;43;460;6130;7.537;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;84;63;1480;19580;7.56;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;84;999;16570;260620;6.356;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;93;6;2040;36120;5.65;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;2;94;999;650;10000;6.491;1;de 35 à 39 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;2;999;370;18100;2.039;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;3;999;240;12900;1.868;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;4;999;1630;58740;2.77;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;6;976;130;8110;1.591;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;11;93;4200;117980;3.563;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;11;95;3370;89720;3.755;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;11;999;34880;853620;4.086;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;24;37;1980;36040;5.494;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;24;41;1050;17070;6.162;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;27;25;1990;33290;5.979;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;27;70;890;12920;6.864;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;28;76;5520;76790;7.189;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;32;59;10420;165930;6.277;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;32;60;2750;51780;5.319;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;32;62;6430;90120;7.135;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;32;80;2460;33060;7.451;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;32;999;24150;371300;6.505;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;44;52;720;8960;8.072;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;44;55;640;9750;6.536;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;44;67;3130;71420;4.383;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;44;68;1890;44520;4.25;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;44;8;1060;14910;7.122;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;44;88;1400;19640;7.109;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;44;999;18270;314940;5.802;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;52;53;760;16280;4.65;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;52;85;2050;39070;5.242;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;75;33;5440;108490;5.017;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;75;40;1230;24390;5.023;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;75;47;900;17630;5.106;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;75;79;1130;20510;5.485;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;76;12;680;14350;4.766;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;76;31;4230;96250;4.399;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;76;32;520;9500;5.453;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;76;34;3790;73070;5.186;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;76;46;440;8340;5.285;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;76;48;210;3930;5.247;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;84;15;420;7050;6.0;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;84;3;970;16560;5.881;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;84;38;4020;80700;4.979;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;84;42;2830;44250;6.404;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;84;69;6300;128920;4.884;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;84;7;880;18120;4.851;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;93;4;430;8650;5.003;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;93;999;15900;319280;4.98;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;35-39;9;99;999;211640;4124220;5.132;1;de 35 à 39 ans;tous sexes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;2;972;160;7440;2.082;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;3;973;90;5030;1.811;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;6;976;70;3360;1.963;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;6;999;70;3360;1.963;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;11;77;1800;44220;4.062;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;11;93;1980;55880;3.551;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;11;999;16260;397050;4.096;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;24;18;400;7200;5.484;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;27;21;760;14450;5.254;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;27;89;480;8740;5.516;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;27;90;240;3900;6.075;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;28;50;800;12460;6.389;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;28;61;350;6660;5.194;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;28;76;2210;34110;6.472;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;28;999;5470;89550;6.111;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;32;60;1320;24440;5.39;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;44;10;450;7940;5.682;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;44;51;890;15580;5.698;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;44;88;580;9480;6.142;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;52;72;810;14870;5.442;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;53;999;4860;95030;5.115;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;75;16;530;8790;5.987;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;75;19;320;5930;5.365;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;75;40;550;12270;4.443;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;75;47;380;8320;4.546;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;75;999;8570;167400;5.121;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;76;30;960;21000;4.548;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;76;46;220;4100;5.367;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;76;9;220;4150;5.323;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;76;999;8070;170090;4.745;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;84;3;480;8240;5.827;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;84;38;1770;38490;4.596;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;84;43;340;5990;5.695;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;84;63;1080;18530;5.812;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;84;73;640;12990;4.949;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;84;74;1050;25430;4.114;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;1;84;999;11640;234430;4.964;1;de 40 à 44 ans;hommes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;2;2;999;330;10860;2.994;1;de 40 à 44 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;2;4;974;1270;31370;4.045;1;de 40 à 44 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;2;4;999;1270;31370;4.045;1;de 40 à 44 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;2;6;999;90;5000;1.839;1;de 40 à 44 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;2;11;75;5460;70470;7.743;1;de 40 à 44 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;2;11;78;3710;50970;7.279;1;de 40 à 44 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;2;24;18;810;7870;10.312;1;de 40 à 44 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;2;24;28;1120;13230;8.491;1;de 40 à 44 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;2;24;36;510;5370;9.548;1;de 40 à 44 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;2;24;41;890;9210;9.64;1;de 40 à 44 ans;femmes;14.0
2020;Traitements psychotropes (hors pathologies);;;TPS_CAT_EXC;40-44;2;24;999;6690;74510;8.972;1;de 40 à 44 ans;femmes;14.0
